HPO,t_start,t_end
HP:0000998,8,8.08333
HP:0002219,8.08333,8.16666
HP:0000664,8,8.08333
HP:0003470,8.41667,8.5
HP:0002104,5.5,5.58333
HP:0000006,10,10.08333
HP:0011097,4.83333,4.91666
HP:0012469,4.91667,5
HP:0100512,10.16667,10.25
HP:0025065,2.5,2.58333
HP:0005518,2.58333,2.66666
HP:0001871,8.41667,8.5
HP:0001877,8.25,8.33333
HP:0001903,8.41667,8.5
HP:0001276,2.16667,2.25
HP:0001264,2.16667,2.25
HP:0002814,9,9.08333
HP:0001760,9.08333,9.16666
HP:0004305,1.58333,1.66666
HP:0001336,1.58333,1.66666
HP:0003739,1.5,1.58333
HP:0004372,7.91667,8
HP:0011354,10,10.08333
HP:0002012,10.08333,10.16666
HP:0004297,10.16667,10.25
HP:0001396,10.16667,10.25
HP:0000952,10.08333,10.16666
HP:0000006,6,6.08333
HP:0000366,5.25,5.33333
HP:0012384,5.41667,5.5
HP:0002793,7.33333,7.41666
HP:0002789,7.41667,7.5
HP:0011893,5.75,5.83333
HP:0001882,5.75,5.83333
HP:0006528,7.91667,8
HP:0000504,3.08333,3.16666
HP:0000505,3.16667,3.25
HP:0001355,6.16667,6.25
HP:0002014,2,2.08333
HP:0025085,2,2.08333
HP:0000708,1.5,1.58333
HP:0100852,1.5,1.58333
HP:0000739,1.58333,1.66666
HP:0040075,9.5,9.58333
HP:0001005,2.33333,2.41666
HP:0000961,2.33333,2.41666
HP:0100749,2.91667,3
HP:0010832,9.5,9.58333
HP:0007328,9.58333,9.66666
HP:0007021,9.66667,9.75
HP:0003549,1.33333,1.41666
HP:0100658,1.41667,1.5
HP:0012384,2.83333,2.91666
HP:0003549,5.41667,5.5
HP:0011843,5.41667,5.5
HP:0011805,5.25,5.33333
HP:0001371,5.33333,5.41666
HP:0000366,6.41667,6.5
HP:0012384,6.41667,6.5
HP:0003193,6.41667,6.5
HP:0004936,1.58333,1.66666
HP:0002625,1.5,1.58333
HP:0002069,8.75,8.83333
HP:0002205,2.16667,2.25
HP:0011948,2.08333,2.16666
HP:0011950,2,2.08333
HP:0011675,1.41667,1.5
HP:0001649,1.25,1.33333
HP:0000119,8.91667,9
HP:0000079,8.83333,8.91666
HP:0011277,8.91667,9
HP:0003110,8.91667,9
HP:0011016,8.75,8.83333
HP:0003076,8.75,8.83333
HP:0025155,2,2.08333
HP:0001410,2.16667,2.25
HP:0000366,5.58333,5.66666
HP:0012384,5.5,5.58333
HP:0003193,5.5,5.58333
HP:0000873,4,4.08333
HP:0000864,4.16667,4.25
HP:0012503,4.08333,4.16666
HP:0011751,4.08333,4.16666
HP:0000863,4.08333,4.16666
HP:0001298,1.25,1.33333
HP:0100845,3.25,3.33333
HP:0002719,5.33333,5.41666
HP:0002205,5.33333,5.41666
HP:0011948,5.33333,5.41666
HP:0011950,5.33333,5.41666
HP:0031815,1.91667,2
HP:0100755,1.83333,1.91666
HP:0003781,1.75,1.83333
HP:0002307,1.75,1.83333
HP:0000539,6.41667,6.5
HP:0100691,6.41667,6.5
HP:0000483,6.25,6.33333
HP:0001252,0.91667,1
HP:0011442,1.66667,1.75
HP:0002493,1.58333,1.66666
HP:0001257,1.58333,1.66666
HP:0001264,1.66667,1.75
HP:0033072,8.5,8.58333
HP:0031967,8.58333,8.66666
HP:0011355,0.66667,0.75
HP:0003764,0.5,0.58333
HP:0001062,0.58333,0.66666
HP:0200136,2,2.08333
HP:0020169,6.08333,6.16666
HP:0020172,6.08333,6.16666
HP:0011327,1.25,1.33333
HP:0002019,3.16667,3.25
HP:0003764,2.33333,2.41666
HP:0001062,2.33333,2.41666
HP:0025066,2.66667,2.75
HP:0000504,5.66667,5.75
HP:0001877,3.75,3.83333
HP:0001903,3.91667,4
HP:0010972,3.83333,3.91666
HP:0001931,3.83333,3.91666
HP:0001891,3.91667,4
HP:0031690,1,1.08333
HP:0031816,4.25,4.33333
HP:0000163,4.33333,4.41666
HP:0011830,4.33333,4.41666
HP:0000168,4.41667,4.5
HP:0000212,4.33333,4.41666
HP:0000873,7.25,7.33333
HP:0011751,7.41667,7.5
HP:0000863,7.33333,7.41666
HP:0011804,3,3.08333
HP:0002069,2.66667,2.75
HP:0012591,6.83333,6.91666
HP:0000127,6.75,6.83333
HP:0000551,5.91667,6
HP:0007641,5.83333,5.91666
HP:0000642,5.75,5.83333
HP:0002795,6.41667,6.5
HP:0030828,6.25,6.33333
HP:0001732,1.75,1.83333
HP:0012091,1.75,1.83333
HP:0001738,1.83333,1.91666
HP:0020219,3.25,3.33333
HP:0020221,3.25,3.33333
HP:0000366,10.08333,10.16666
HP:0012384,10,10.08333
HP:0003193,10,10.08333
HP:0011331,1.33333,1.41666
HP:0010546,4.91667,5
HP:0003111,10.5,10.58333
HP:0010929,10.5,10.58333
HP:0010930,10.66667,10.75
HP:0010931,10.58333,10.66666
HP:0002902,10.58333,10.66666
HP:0000002,6.33333,6.41666
HP:0000098,6.25,6.33333
HP:0001548,6.41667,6.5
HP:0011014,5.5,5.58333
HP:0001952,5.66667,5.75
HP:0000819,5.58333,5.66666
HP:0011354,7.75,7.83333
HP:0001005,7.83333,7.91666
HP:0001392,7.75,7.83333
HP:0004297,7.91667,8
HP:0001396,7.91667,8
HP:0000952,7.75,7.83333
HP:0001507,2.83333,2.91666
HP:0001626,8.83333,8.91666
HP:0030972,8.75,8.83333
HP:0032263,8.91667,9
HP:0000822,8.83333,8.91666
HP:0002104,5.83333,5.91666
HP:0002360,5.83333,5.91666
HP:0002870,5.75,5.83333
HP:0100806,6.58333,6.66666
HP:0001871,4.58333,4.66666
HP:0001877,4.5,4.58333
HP:0001903,4.58333,4.66666
HP:0000551,7,7.08333
HP:0007641,7.16667,7.25
HP:0000642,7.16667,7.25
HP:0011519,7,7.08333
HP:0001298,8.08333,8.16666
HP:0200134,8,8.08333
HP:0032443,5.25,5.33333
HP:0001252,9.91667,10
HP:0032245,9,9.08333
HP:0100508,9.16667,9.25
HP:0100511,9.08333,9.16666
HP:0100512,9.08333,9.16666
HP:0003470,9.66667,9.75
HP:0025031,0.5,0.58333
HP:0001732,0.58333,0.66666
HP:0012091,0.5,0.58333
HP:0012092,0.58333,0.66666
HP:0001738,0.5,0.58333
HP:0003326,9.25,9.33333
HP:0001270,0.58333,0.66666
HP:0032988,0.58333,0.66666
HP:0002719,3.75,3.83333
HP:0000119,3.83333,3.91666
HP:0000079,3.91667,4
HP:0000010,3.83333,3.91666
HP:0000551,8.08333,8.16666
HP:0000642,8.16667,8.25
HP:0011519,8,8.08333
HP:0002808,8.16667,8.25
HP:0025033,1.75,1.83333
HP:0012718,1.91667,2
HP:0002242,1.83333,1.91666
HP:0002244,1.75,1.83333
HP:0002608,1.83333,1.91666
HP:0001279,2.91667,3
HP:0002019,7.91667,8
HP:0012450,7.75,7.83333
HP:0000964,5.33333,5.41666
HP:0000976,5.33333,5.41666
HP:0000600,1.75,1.83333
HP:0033151,1.83333,1.91666
HP:0001739,1.75,1.83333
HP:0002788,1.91667,2
HP:0012387,1.91667,2
HP:0002087,1.83333,1.91666
HP:0005607,1.75,1.83333
HP:0025426,1.91667,2
HP:0002837,1.83333,1.91666
HP:0100501,1.75,1.83333
HP:0000478,8.25,8.33333
HP:0012373,8.25,8.33333
HP:0000504,8.25,8.33333
HP:0000551,8.41667,8.5
HP:0007641,8.25,8.33333
HP:0000642,8.33333,8.41666
HP:0011519,8.25,8.33333
HP:0011520,8.33333,8.41666
HP:0011844,3.91667,4
HP:0040064,3.83333,3.91666
HP:0040068,3.75,3.83333
HP:0002813,3.91667,4
HP:0011297,3.75,3.83333
HP:0001217,3.91667,4
HP:0004796,6.41667,6.5
HP:0005214,6.33333,6.41666
HP:0001877,2.16667,2.25
HP:0001903,2,2.08333
HP:0010993,10.33333,10.41666
HP:0002500,10.33333,10.41666
HP:0001273,10.33333,10.41666
HP:0002977,10.25,10.33333
HP:0007364,10.33333,10.41666
HP:0007370,10.41667,10.5
HP:0001274,10.25,10.33333
HP:0000010,8.16667,8.25
HP:0002329,0.75,0.83333
HP:0012735,8.58333,8.66666
HP:0031815,5.83333,5.91666
HP:0100755,5.75,5.83333
HP:0003781,5.75,5.83333
HP:0002307,5.83333,5.91666
HP:0003326,9.75,9.83333
HP:0000271,9.41667,9.5
HP:0000153,9.41667,9.5
HP:0031816,9.33333,9.41666
HP:0000163,9.25,9.33333
HP:0000159,9.25,9.33333
HP:0000177,9.41667,9.5
HP:0000288,9.25,9.33333
HP:0000322,9.25,9.33333
HP:0011025,8.16667,8.25
HP:0031668,8.16667,8.25
HP:0000002,9.41667,9.5
HP:0000098,9.33333,9.41666
HP:0003110,8.41667,8.5
HP:0033072,8.25,8.33333
HP:0031967,8.25,8.33333
HP:0012252,9.25,9.33333
HP:0002088,9.33333,9.41666
HP:0011947,9.41667,9.5
HP:0002205,9.33333,9.41666
HP:0011948,9.33333,9.41666
HP:0011950,9.25,9.33333
HP:0003115,5.41667,5.5
HP:0500015,9.33333,9.41666
HP:0003115,9.25,9.33333
HP:0031547,9.33333,9.41666
HP:0001657,9.41667,9.5
HP:0002904,5.08333,5.16666
HP:0003265,5.16667,5.25
HP:0030956,8.41667,8.5
HP:0011675,8.25,8.33333
HP:0001695,8.33333,8.41666
HP:0031657,5.25,5.33333
HP:0030148,5.41667,5.5
HP:0000539,7.58333,7.66666
HP:0004328,7.66667,7.75
HP:0000481,7.66667,7.75
HP:0100691,7.5,7.58333
HP:0000483,7.66667,7.75
HP:0000011,6.91667,7
HP:0012393,0.66667,0.75
HP:0004395,9.91667,10
HP:0025427,2.33333,2.41666
HP:0025428,2.25,2.33333
HP:0100806,3.58333,3.66666
HP:0032251,3.75,3.83333
HP:0010987,3.83333,3.91666
HP:0001881,3.91667,4
HP:0004332,3.75,3.83333
HP:0032101,4,4.08333
HP:0032255,4,4.08333
HP:0020102,4.08333,4.16666
HP:0032260,8.25,8.33333
HP:0032326,8.33333,8.41666
HP:0011123,3.41667,3.5
HP:0000976,3.41667,3.5
HP:0030972,2.75,2.83333
HP:0032263,2.83333,2.91666
HP:0000822,2.91667,3
HP:0000505,8.25,8.33333
HP:0100704,8.25,8.33333
HP:0002307,10.08333,10.16666
HP:0009121,7.33333,7.41666
HP:0000765,7.25,7.33333
HP:0011844,7.25,7.33333
HP:0003043,7.25,7.33333
HP:0200021,7.25,7.33333
HP:0001760,10.41667,10.5
HP:0002197,3,3.08333
HP:0032677,3.16667,3.25
HP:0002133,2.33333,2.41666
HP:0002099,9.83333,9.91666
HP:0002094,2,2.08333
HP:0500093,5.5,5.58333
HP:0012372,8.33333,8.41666
HP:0004329,8.41667,8.5
HP:0001098,8.41667,8.5
HP:0000479,8.41667,8.5
HP:0001103,8.33333,8.41666
HP:0030506,8.41667,8.5
HP:0030500,8.25,8.33333
HP:0007677,8.41667,8.5
HP:0012639,8.33333,8.41666
HP:0100659,8.33333,8.41666
HP:0001297,8.33333,8.41666
HP:0500093,2.08333,2.16666
HP:0100851,4.66667,4.75
HP:0000737,4.5,4.58333
HP:0002093,8.5,8.58333
HP:0002878,8.58333,8.66666
HP:0002835,9.83333,9.91666
HP:0020221,4.25,4.33333
HP:0100851,3.5,3.58333
HP:0030829,2.58333,2.66666
HP:0010307,2.58333,2.66666
HP:0005348,2.58333,2.66666
HP:0003076,5.5,5.58333
HP:0003307,2.75,2.83333
HP:0002380,2,2.08333
HP:0010546,2,2.08333
HP:0000153,2.16667,2.25
HP:0031816,2.16667,2.25
HP:0000163,2.08333,2.16666
HP:0000157,2.16667,2.25
HP:0030810,2.08333,2.16666
HP:0001308,2,2.08333
HP:0032245,7,7.08333
HP:0100508,7,7.08333
HP:0100511,7,7.08333
HP:0100512,7,7.08333
HP:0002254,7.16667,7.25
HP:0003366,10.25,10.33333
HP:0003367,10.41667,10.5
HP:0002673,10.41667,10.5
HP:0002098,6.33333,6.41666
HP:0030223,7.08333,7.16666
HP:0004325,4,4.08333
HP:0001824,4.08333,4.16666
HP:0001298,1.91667,2
HP:0002919,7,7.08333
HP:0010783,7.25,7.33333
HP:0008373,6.33333,6.41666
HP:0100000,6.41667,6.5
HP:0012412,6.25,6.33333
HP:0002793,2.16667,2.25
HP:0002789,2.08333,2.16666
HP:0002315,1.66667,1.75
HP:0011844,2.91667,3
HP:0040068,2.83333,2.91666
HP:0002813,2.83333,2.91666
HP:0011297,2.91667,3
HP:0001217,2.83333,2.91666
HP:0005943,2.91667,3
HP:0006543,2.83333,2.91666
HP:0004372,7.25,7.33333
HP:0002329,7.41667,7.5
HP:0000964,10.66667,10.75
HP:0100763,3.41667,3.5
HP:0002733,3.25,3.33333
HP:0006528,6,6.08333
HP:0010622,6.25,6.33333
HP:0100777,6.25,6.33333
HP:0002762,6.41667,6.5
HP:0031657,2.75,2.83333
HP:0030148,2.83333,2.91666
HP:0002069,3.75,3.83333
HP:0025085,8.66667,8.75
HP:0005942,7.41667,7.5
HP:0012337,10.16667,10.25
HP:0011032,10,10.08333
HP:0000969,10.16667,10.25
HP:0000708,8.75,8.83333
HP:0002360,8.75,8.83333
HP:0100845,1.25,1.33333
HP:0000750,9.66667,9.75
HP:0011446,9.5,9.58333
HP:0001344,9.58333,9.66666
HP:0000163,5.75,5.83333
HP:0000159,5.91667,6
HP:0040181,5.75,5.83333
HP:0200134,1.08333,1.16666
HP:0000016,5.41667,5.5
HP:0000964,9.75,9.83333
HP:0000976,9.91667,10
HP:0000119,1.83333,1.91666
HP:0000079,1.91667,2
HP:0011277,1.83333,1.91666
HP:0000010,1.75,1.83333
HP:0000478,6.91667,7
HP:0012372,6.83333,6.91666
HP:0004328,6.91667,7
HP:0001134,6.91667,7
HP:0000153,8.75,8.83333
HP:0031815,8.83333,8.91666
HP:0100755,8.75,8.83333
HP:0003781,8.75,8.83333
HP:0002307,8.91667,9
HP:0000964,1.16667,1.25
HP:0001051,1.08333,1.16666
HP:0025373,2.25,2.33333
HP:0011182,2.41667,2.5
HP:0011198,2.41667,2.5
HP:0002521,2.41667,2.5
HP:0032316,5.25,5.33333
HP:0003764,1.91667,2
HP:0001062,1.83333,1.91666
HP:0002861,5.75,5.83333
HP:0011138,9.58333,9.66666
HP:0001595,9.5,9.58333
HP:0000315,9.66667,9.75
HP:0032039,9.5,9.58333
HP:0030669,9.58333,9.66666
HP:0000534,9.58333,9.66666
HP:0011362,9.5,9.58333
HP:0000998,9.66667,9.75
HP:0002219,9.5,9.58333
HP:0000664,9.66667,9.75
HP:0025084,9,9.08333
HP:0020083,9,9.08333
HP:0011014,4.08333,4.16666
HP:0001952,4.08333,4.16666
HP:0000819,4.08333,4.16666
HP:0100845,2.16667,2.25
HP:0031657,1.41667,1.5
HP:0031668,1.41667,1.5
HP:0012758,10,10.08333
HP:0002167,10.08333,10.16666
HP:0031670,6.91667,7
HP:0001252,3.16667,3.25
HP:0100704,5.25,5.33333
HP:0002250,6.25,6.33333
HP:0004386,6.25,6.33333
HP:0002037,6.33333,6.41666
HP:0001025,7.08333,7.16666
HP:0003270,6.16667,6.25
HP:0100851,6.08333,6.16666
HP:0000737,6,6.08333
HP:0011675,5.75,5.83333
HP:0000989,1.16667,1.25
HP:0001336,1.41667,1.5
HP:0100242,5.33333,5.41666
HP:0006779,5.41667,5.5
HP:0001939,4.33333,4.41666
HP:0011277,4.25,4.33333
HP:0003110,4.33333,4.41666
HP:0012591,4.25,4.33333
HP:0011280,4.41667,4.5
HP:0002150,4.33333,4.41666
HP:0001252,1.58333,1.66666
HP:0001742,7,7.08333
HP:0002793,10.41667,10.5
HP:0000315,5,5.08333
HP:0032039,5.08333,5.16666
HP:0030669,5.08333,5.16666
HP:0000492,5,5.08333
HP:0011138,5.08333,5.16666
HP:0001595,5,5.08333
HP:0000499,5.16667,5.25
HP:0000527,5.08333,5.16666
HP:0004298,10.66667,10.75
HP:0100548,10.58333,10.66666
HP:0011032,2.08333,2.16666
HP:0001944,2.16667,2.25
HP:0001742,5.58333,5.66666
HP:0032251,1.5,1.58333
HP:0010987,1.58333,1.66666
HP:0001881,1.66667,1.75
HP:0004332,1.5,1.58333
HP:0003270,7.91667,8
HP:0012828,4.16667,4.25
HP:0031815,4.33333,4.41666
HP:0100755,4.41667,4.5
HP:0002307,4.33333,4.41666
HP:0011122,3.91667,4
HP:0000964,3.91667,4
HP:0002835,3.41667,3.5
HP:0004372,2.33333,2.41666
HP:0002329,2.25,2.33333
HP:0003394,2.58333,2.66666
HP:0002597,2.83333,2.91666
HP:0011276,2.75,2.83333
HP:0001025,2.83333,2.91666
HP:0020172,8.08333,8.16666
HP:0000924,7.83333,7.91666
HP:0001367,7.91667,8
HP:0032153,7.91667,8
HP:0032443,1.5,1.58333
HP:0000750,5.58333,5.66666
HP:0002167,5.66667,5.75
HP:0001344,5.66667,5.75
HP:0002808,3.83333,3.91666
HP:0000765,3.83333,3.91666
HP:0100711,3.83333,3.91666
HP:0002942,3.83333,3.91666
HP:0003110,3.83333,3.91666
HP:0011016,3.83333,3.91666
HP:0003076,3.83333,3.91666
HP:0000478,1.66667,1.75
HP:0012373,1.58333,1.66666
HP:0000496,1.5,1.58333
HP:0000549,1.66667,1.75
HP:0000486,1.66667,1.75
HP:0011947,7.33333,7.41666
HP:0002476,2.58333,2.66666
HP:0011276,3.75,3.83333
HP:0001025,3.91667,4
HP:0007359,1.33333,1.41666
HP:0030972,6.58333,6.66666
HP:0032263,6.58333,6.66666
HP:0000822,6.58333,6.66666
HP:0007359,1,1.08333
HP:0011153,1.08333,1.16666
HP:0002266,1.16667,1.25
HP:0100658,7,7.08333
HP:0000924,8.33333,8.41666
HP:0011842,8.25,8.33333
HP:0001367,8.25,8.33333
HP:0032153,8.33333,8.41666
HP:0031245,2.58333,2.66666
HP:0011025,6.16667,6.25
HP:0011675,6.08333,6.16666
HP:0001695,6,6.08333
HP:0002019,10.33333,10.41666
HP:0030680,10.08333,10.16666
HP:0025015,10,10.08333
HP:0011004,10.16667,10.25
HP:0002634,10.08333,10.16666
HP:0002621,10.16667,10.25
HP:0006704,10.16667,10.25
HP:0100545,10.16667,10.25
HP:0001677,10,10.08333
HP:0011793,0.91667,1
HP:0011792,0.83333,0.91666
HP:0006779,0.91667,1
HP:0030830,2,2.08333
HP:0012337,9.33333,9.41666
HP:0001945,9.25,9.33333
HP:0025032,0.83333,0.91666
HP:0011458,0.83333,0.91666
HP:0025085,0.91667,1
HP:0001250,1.5,1.58333
HP:0012086,6.08333,6.16666
HP:0040318,6,6.08333
HP:0031826,0.41667,0.5
HP:0002476,0.41667,0.5
HP:0003270,4.91667,5
HP:0012372,2.5,2.58333
HP:0004328,2.5,2.58333
HP:0000517,2.66667,2.75
HP:0000518,2.5,2.58333
HP:0010920,2.58333,2.66666
HP:0010936,2,2.08333
HP:0000014,2.08333,2.16666
HP:0000009,2.16667,2.25
HP:0000016,2,2.08333
HP:0002014,6.33333,6.41666
HP:0025085,6.25,6.33333
HP:0012415,2.58333,2.66666
HP:0500164,2.5,2.58333
HP:0012416,2.58333,2.66666
HP:0002205,10.5,10.58333
HP:0011948,10.66667,10.75
HP:0011950,10.58333,10.66666
HP:0000504,7.91667,8
HP:0000551,7.83333,7.91666
HP:0007641,7.75,7.83333
HP:0000642,7.91667,8
HP:0011519,7.91667,8
HP:0011520,7.75,7.83333
HP:0001871,7.91667,8
HP:0001877,7.91667,8
HP:0001903,7.75,7.83333
HP:0010972,7.83333,7.91666
HP:0001931,7.83333,7.91666
HP:0001891,7.83333,7.91666
HP:0100750,6.25,6.33333
HP:0100845,1.5,1.58333
HP:0006528,5.41667,5.5
HP:0001347,10.58333,10.66666
HP:0002169,10.58333,10.66666
HP:0002031,9.75,9.83333
HP:0004386,9.83333,9.91666
HP:0100633,9.83333,9.91666
HP:0032251,6.83333,6.91666
HP:0032252,6.75,6.83333
HP:0010936,4.5,4.58333
HP:0000014,4.58333,4.66666
HP:0000009,4.58333,4.66666
HP:0100515,4.66667,4.75
HP:0002919,3.75,3.83333
HP:0001324,3.83333,3.91666
HP:0002421,3.91667,4
HP:0002019,9.25,9.33333
HP:0002835,3.83333,3.91666
HP:0010783,3.16667,3.25
HP:0012415,3.83333,3.91666
HP:0001946,2.66667,2.75
HP:0002015,8.25,8.33333
HP:0020110,8.58333,8.66666
HP:0020219,10.25,10.33333
HP:0011097,10.33333,10.41666
HP:0012469,10.41667,10.5
HP:0001025,2.16667,2.25
HP:0001288,2.25,2.33333
HP:0004305,9.5,9.58333
HP:0011844,10.08333,10.16666
HP:0040064,10,10.08333
HP:0002813,10,10.08333
HP:0002814,10,10.08333
HP:0040069,10,10.08333
HP:0002823,10.08333,10.16666
HP:0031846,10.16667,10.25
HP:0032251,8.83333,8.91666
HP:0010987,8.75,8.83333
HP:0001881,8.91667,9
HP:0011893,8.91667,9
HP:0001974,8.91667,9
HP:0010974,8.83333,8.91666
HP:0001911,8.91667,9
HP:0001879,8.91667,9
HP:0032309,8.75,8.83333
HP:0020064,8.83333,8.91666
HP:0001880,8.91667,9
HP:0003193,4.33333,4.41666
HP:0000078,8.5,8.58333
HP:0000080,8.66667,8.75
HP:0030012,8.58333,8.66666
HP:0012243,8.66667,8.75
HP:0000812,8.58333,8.66666
HP:0010460,8.58333,8.66666
HP:0000008,8.5,8.58333
HP:0000130,8.58333,8.66666
HP:0031105,8.5,8.58333
HP:0030126,8.66667,8.75
HP:0030127,8.58333,8.66666
HP:0000005,8.41667,8.5
HP:0000006,8.25,8.33333
HP:0030829,9.75,9.83333
HP:0030828,9.91667,10
HP:0002017,2.33333,2.41666
HP:0001999,6.41667,6.5
HP:0025373,6.83333,6.91666
HP:0011182,6.83333,6.91666
HP:0011198,6.75,6.83333
HP:0002521,6.83333,6.91666
HP:0012591,10,10.08333
HP:0011280,10,10.08333
HP:0002150,10,10.08333
HP:0001337,4.16667,4.25
HP:0020100,6.08333,6.16666
HP:0032255,6.16667,6.25
HP:0011443,1.08333,1.16666
HP:0002793,3.41667,3.5
HP:0002104,3.33333,3.41666
HP:0002015,4.25,4.33333
HP:0200136,4.33333,4.41666
HP:0025354,9.75,9.83333
HP:0011017,9.75,9.83333
HP:0004356,9.91667,10
HP:0003264,9.91667,10
HP:0011146,9.58333,9.66666
HP:0002384,9.58333,9.66666
HP:0032039,5.58333,5.66666
HP:0030669,5.5,5.58333
HP:0000492,5.58333,5.66666
HP:0030001,5.58333,5.66666
HP:0002493,9.66667,9.75
HP:0001276,9.5,9.58333
HP:0001263,5.83333,5.91666
HP:0011097,4.08333,4.16666
HP:0012469,4.16667,4.25
HP:0000016,7.16667,7.25
HP:0100763,1.5,1.58333
HP:0002733,1.5,1.58333
HP:0002716,1.58333,1.66666
HP:0030680,4.66667,4.75
HP:0011004,4.66667,4.75
HP:0002634,4.5,4.58333
HP:0002621,4.58333,4.66666
HP:0006704,4.58333,4.66666
HP:0100545,4.66667,4.75
HP:0001677,4.58333,4.66666
HP:0000478,0.25,0.33333
HP:0012372,0.25,0.33333
HP:0004329,0.41667,0.5
HP:0001098,0.33333,0.41666
HP:0000479,0.41667,0.5
HP:0001103,0.41667,0.5
HP:0030506,0.41667,0.5
HP:0030500,0.33333,0.41666
HP:0007677,0.41667,0.5
HP:0002099,2.66667,2.75
HP:0007359,4,4.08333
HP:0011146,4.08333,4.16666
HP:0002384,4,4.08333
HP:0031670,8.41667,8.5
HP:0002098,0.83333,0.91666
HP:0012447,4.25,4.33333
HP:0011400,4.33333,4.41666
HP:0001197,0.41667,0.5
HP:0001622,0.41667,0.5
HP:0002090,1.33333,1.41666
HP:0002783,1.41667,1.5
HP:0006532,1.41667,1.5
HP:0012461,6.08333,6.16666
HP:0030142,2.83333,2.91666
HP:0030144,2.75,2.83333
HP:0001276,4.41667,4.5
HP:0012378,8.33333,8.41666
HP:0001257,1.91667,2
HP:0001264,1.91667,2
HP:0000925,10,10.08333
HP:0012531,10.08333,10.16666
HP:0003418,10,10.08333
HP:0003419,10.16667,10.25
HP:0032443,7.75,7.83333
HP:0002104,7.25,7.33333
HP:0010535,7.25,7.33333
HP:0002870,7.33333,7.41666
HP:0032792,8.58333,8.66666
HP:0000123,10.33333,10.41666
HP:0012330,10.41667,10.5
HP:0012531,10.33333,10.41666
HP:0002027,10.25,10.33333
HP:0032148,10.25,10.33333
HP:0002574,10.33333,10.41666
HP:0031657,9.91667,10
HP:0012547,6.58333,6.66666
HP:0000639,6.58333,6.66666
HP:0010674,9.41667,9.5
HP:0002650,9.25,9.33333
HP:0031657,6.08333,6.16666
HP:0030148,6.08333,6.16666
HP:0031670,6,6.08333
HP:0000929,4.16667,4.25
HP:0011821,4.16667,4.25
HP:0000245,4.08333,4.16666
HP:0000246,4.16667,4.25
HP:0002793,8.58333,8.66666
HP:0002104,8.66667,8.75
HP:0010535,8.5,8.58333
HP:0002870,8.58333,8.66666
HP:0002017,4.83333,4.91666
HP:0004305,0.33333,0.41666
HP:0001337,0.33333,0.41666
HP:0008373,7.33333,7.41666
HP:0100000,7.25,7.33333
HP:0012412,7.41667,7.5
HP:0003270,3.91667,4
HP:0001000,2.25,2.33333
HP:0001010,2.41667,2.5
HP:0007443,2.25,2.33333
HP:0012372,1.66667,1.75
HP:0004328,1.66667,1.75
HP:0000517,1.5,1.58333
HP:0000518,1.5,1.58333
HP:0010920,1.66667,1.75
HP:0032443,10.25,10.33333
HP:0000711,9.33333,9.41666
HP:0002014,1.41667,1.5
HP:0025085,1.41667,1.5
HP:0011968,5.91667,6
HP:0001892,5.58333,5.66666
HP:0011028,5.58333,5.66666
HP:0011029,5.58333,5.66666
HP:0012719,5.5,5.58333
HP:0002239,5.5,5.58333
HP:0002248,5.5,5.58333
HP:0012649,7.25,7.33333
HP:0000964,7.33333,7.41666
HP:0000366,9.16667,9.25
HP:0000011,3.58333,3.66666
HP:0002017,4.25,4.33333
HP:0002013,4.33333,4.41666
HP:0001336,1.16667,1.25
HP:0025032,3.41667,3.5
HP:0011458,3.33333,3.41666
HP:0002019,3.25,3.33333
HP:0003193,8.5,8.58333
HP:0002360,8.25,8.33333
HP:0100785,8.33333,8.41666
HP:0002664,1.75,1.83333
HP:0000924,1.83333,1.91666
HP:0010622,1.75,1.83333
HP:0100777,1.91667,2
HP:0011805,1.75,1.83333
HP:0003761,1.91667,2
HP:0010665,10.25,10.33333
HP:0000989,2.08333,2.16666
HP:0012387,5.33333,5.41666
HP:0000964,2.16667,2.25
HP:0002098,2.16667,2.25
HP:0030864,2.16667,2.25
HP:0100022,4.66667,4.75
HP:0001337,4.5,4.58333
HP:0002793,5.16667,5.25
HP:0002104,5.08333,5.16666
HP:0010535,5,5.08333
HP:0004796,8.41667,8.5
HP:0005214,8.25,8.33333
HP:0002595,8.33333,8.41666
HP:0001977,8.25,8.33333
HP:0001907,8.33333,8.41666
HP:0000164,3.75,3.83333
HP:0000692,3.91667,4
HP:0000678,3.91667,4
HP:0031284,4.75,4.83333
HP:0006528,5.08333,5.16666
HP:0002094,0.25,0.33333
HP:0002098,0.41667,0.5
HP:0500093,10.16667,10.25
HP:0003270,7.16667,7.25
HP:0031284,2,2.08333
HP:0000078,7.58333,7.66666
HP:0012243,7.58333,7.66666
HP:0000812,7.66667,7.75
HP:0010460,7.5,7.58333
HP:0000008,7.5,7.58333
HP:0000137,7.58333,7.66666
HP:0007379,7.66667,7.75
HP:0010787,7.5,7.58333
HP:0010785,7.58333,7.66666
HP:0100615,7.58333,7.66666
HP:0007359,6.91667,7
HP:0012735,8.83333,8.91666
HP:0000010,9.75,9.83333
HP:0001288,9.58333,9.66666
HP:0002789,3,3.08333
HP:0200134,3.75,3.83333
HP:0000078,3.58333,3.66666
HP:0000080,3.58333,3.66666
HP:0000144,3.5,3.58333
HP:0000789,3.58333,3.66666
HP:0012614,8.66667,8.75
